box_id,box_name,event_name,match_close,match_id,match_title,race_id,race_name,sport_title
b1041049708,Mélenchon Jean-Luc,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049709,Zemmour Éric,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049710,Pécresse Valérie,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049711,Jadot Yannick,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049712,Roussel Fabien,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049713,Lassalle Jean,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049714,Hidalgo Anne,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049715,Arthaud Nathalie,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049716,Dupont-Aignan Nicolas,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041049717,Poutou Philippe,Umístění do 2. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1041048994,Fidesz-KDNP x EM,Kdo získá více hlasů,2022-04-03T07:00:00.000+02:00,95447,Maďarské parlamentní volby 2022,4396370,Maďarské parlamentní volby 2022,Politika
b1041048995,"Fidesz-KDNP, 132.5",Počet získaných mandátů,2022-04-03T07:00:00.000+02:00,95447,Maďarské parlamentní volby 2022,4396370,Maďarské parlamentní volby 2022,Politika
b1041048996,,Nejvíce mandátů získá,2022-04-03T07:00:00.000+02:00,95447,Maďarské parlamentní volby 2022,4396370,Maďarské parlamentní volby 2022,Politika
b1025356752,,Jan Lipavský bude 31.12.2022 ministr zahraničních věcí vlády ČR s důvěrou PS,2022-04-17T23:00:00.000+02:00,75144,Politické sázky na rok 2022,2863191,Politické události v roce 2022,Politika
b1025356753,,Jozef Síkela bude 31.12.2022 ministr průmyslu a obchodu vlády ČR s důvěrou PS,2022-04-17T23:00:00.000+02:00,75144,Politické sázky na rok 2022,2863191,Politické události v roce 2022,Politika
b1025356754,,Pavel Blažek bude 31.12.2022 ministr spravedlnosti vlády ČR s důvěrou PS,2022-04-17T23:00:00.000+02:00,75144,Politické sázky na rok 2022,2863191,Politické události v roce 2022,Politika
b1025356755,,Petr Gazdík bude 31.12.2022 ministr školství vlády ČR s důvěrou PS,2022-04-17T23:00:00.000+02:00,75144,Politické sázky na rok 2022,2863191,Politické události v roce 2022,Politika
b1025356757,,Vlastimil Válek bude 31.12.2022 ministr zdravotnictví vlády ČR s důvěrou PS,2022-04-17T23:00:00.000+02:00,75144,Politické sázky na rok 2022,2863191,Politické události v roce 2022,Politika
b1013277721,,Vítěz,2022-05-01T23:00:00.000+02:00,75501,3.přímá volba prezidenta ČR,2878450,3.přímá volba prezidenta ČR,Politika
b1039388654,,Maximální denní teplota ve stupních C podle chmi.cz bude 15.4.2022 8:00 – 16.4.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-04-01T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
b1040973988,,Vítěz,2022-03-29T22:00:00.000+02:00,96119,Trenér fotbalové reprezentace ČR,4478490,"Hlavní trenér české fotbalové reprezentace ""A tým"" 1.9.2022",Sportovní sázky
b1036311682,,Vítěz,2022-04-03T20:30:00.000+02:00,95436,Slovensko - Let’s Dance 7,4394774,Slovensko - Let’s Dance 7 - vítězná celebrita,Zábava
b1042157720,"EM, 132.5",Počet získaných mandátů,2022-04-03T07:00:00.000+02:00,95447,Maďarské parlamentní volby 2022,4396370,Maďarské parlamentní volby 2022,Politika
b1042199499,,Maximální denní teplota ve stupních C podle chmi.cz bude 1.5.2022 8:00 – 2.5.2022 8:00 SELČ na met. stanici Praha-Ruzyně,2022-04-15T23:00:00.000+02:00,94653,Počasí v ČR 2022,4337194,Maximální denní teplota ve stupních C,Společenské sázky
b1042950297,,Cena 1 barel ropa Brent v USD dne 26.4.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1042950298,,Cena 1 oz zlata v USD dne 26.4.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1042950299,,Kurz 1 Bitcoin v USD dne 10.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1042950350,,Kurz devizového trhu 1 EUR podle ČNB pro den 10.5.2022,2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1042999563,Macron Emmanuel,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999564,Le Pen Marine,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999565,Mélenchon Jean-Luc,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999566,Zemmour Éric,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999567,Pécresse Valérie,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999568,Jadot Yannick,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999569,Lassalle Jean,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999570,Roussel Fabien,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999571,Dupont-Aignan Nicolas,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999572,Hidalgo Anne,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999573,Poutou Philippe,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999574,Arthaud Nathalie,Umístění do 3. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999575,Macron Emmanuel,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999576,Le Pen Marine,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999577,Mélenchon Jean-Luc,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999578,Zemmour Éric,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999579,Pécresse Valérie,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999580,Jadot Yannick,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999581,Lassalle Jean,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999582,Roussel Fabien,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999583,Dupont-Aignan Nicolas,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999584,Hidalgo Anne,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999585,Poutou Philippe,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042999586,Arthaud Nathalie,Umístění do 4. místa Ano/Ne,2022-04-10T20:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1042950784,Česko,Umístění do 10. místa Ano/Ne,2022-05-12T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394907,Eurovision Song Contest 2022 - Semifinále 2,Zábava
b1042945953,,Vítěz,2022-05-14T21:00:00.000+02:00,95437,Eurovision Song Contest 2022,4394908,Eurovision Song Contest 2022 - celkově,Zábava
b1043145067,,Volební účast v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043240253,,Kurz 1 Bitcoin v USD dne 10.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1043452282,,Volební účast v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043452283,"Jadot Yannick, 4.99%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043452284,"Le Pen Marine, 22.79%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043452285,"Macron Emmanuel, 26.33%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043452286,"Mélenchon Jean-Luc, 17.11%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043452287,"Pécresse Valérie, 8.51%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043452288,"Zemmour Éric, 9.13%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043755125,,Volební účast v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043755126,,Volební účast v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043755127,,Volební účast v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751549,Macron Emmanuel x Le Pen Marine,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751550,Macron Emmanuel x Mélenchon Jean-Luc,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751551,Macron Emmanuel x Zemmour Éric,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751552,Le Pen Marine x Mélenchon Jean-Luc,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751553,Le Pen Marine x Zemmour Éric,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751554,Le Pen Marine x Pécresse Valérie,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751555,Mélenchon Jean-Luc x Zemmour Éric,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751556,Mélenchon Jean-Luc x Pécresse Valérie,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751557,Zemmour Éric x Pécresse Valérie,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751558,Zemmour Éric x Jadot Yannick,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751559,Pécresse Valérie x Jadot Yannick,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751560,Pécresse Valérie x Roussel Fabien,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751561,Pécresse Valérie x Lassalle Jean,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751562,Jadot Yannick x Roussel Fabien,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751563,Jadot Yannick x Lassalle Jean,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043751564,Roussel Fabien x Lassalle Jean,Kdo získá více hlasů,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831752,"Le Pen Marine, 23.41%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831753,"Le Pen Marine, 24.01%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831754,"Macron Emmanuel, 25.77%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831755,"Macron Emmanuel, 27.01%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831756,"Mélenchon Jean-Luc, 17.72%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831757,"Mélenchon Jean-Luc, 18.24%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831758,"Zemmour Éric, 8.52%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1043831759,"Zemmour Éric, 10.01%",Počet hlasů v procentech,2022-04-10T08:00:00.000+02:00,94393,Francouzské prezidentské volby 2022,4316623,Francouzské prezidentské volby 2022 - 1.kolo,Politika
b1044132343,,Cena 1 barel ropa Brent v USD dne 26.4.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1044131998,,Cena 1 oz zlata v USD dne 26.4.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1044112398,,Kurz 1 Bitcoin v USD dne 10.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-12T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1044247436,,Cena 1 barel ropa Brent v USD dne 3.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-19T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1044247437,,Cena 1 oz zlata v USD dne 3.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-19T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1044247438,,Kurz 1 Bitcoin v USD dne 17.5.2022 v 15:00 SEČ (vyhodnocení podle kurzy.cz),2022-04-19T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
b1044247439,,Kurz devizového trhu 1 EUR podle ČNB pro den 17.5.2022,2022-04-19T15:00:00.000+02:00,95954,Ceny komodit a devizové kurzy,4457294,Ceny komodit a devizové kurzy,Finance
